loan_id,customer_id,loan_type,origination_date,loan_amount,outstanding_balance,interest_rate,term_months,loan_status,days_past_due,is_npl,branch_originated
ACB-LN0000209,ACB-C012640,Small Business Loan,2022-04-24,217729.16,134928.05,0.0893,240.0,Current,0,0,ACB-BR044
ACB-LN0000210,ACB-C012863,Personal Loan,2024-09-17,26029.07,19534.05,0.2357,24.0,Current,0,0,ACB-BR047
ACB-LN0000211,ACB-C002514,Small Business Loan,2022-10-20,39995.01,38942.54,0.2,360.0,Current,0,0,ACB-BR026
ACB-LN0000212,ACB-C007735,Personal Loan,2023-09-22,28688.73,24403.52,0.17,360.0,Current,0,0,ACB-BR011
ACB-LN0000213,ACB-C003244,Auto Loan,2024-01-26,9380.63,4367.7,0.112,240.0,Current,0,0,ACB-BR033
ACB-LN0000214,ACB-C008558,Auto Loan,2022-05-23,36480.53,18035.03,0.1353,48.0,Current,0,0,ACB-BR065
ACB-LN0000215,ACB-C011127,Student Loan,2020-09-06,59056.82,34508.51,0.0788,12.0,90+ DPD,178,1,ACB-BR067
ACB-LN0000216,ACB-C004259,Home Equity Loan,2024-12-05,103478.47,37963.01,0.1173,24.0,90+ DPD,173,1,ACB-BR040
ACB-LN0000217,ACB-C006571,Auto Loan,2024-11-23,36931.8,35078.99,0.16,120.0,Current,0,0,ACB-BR038
ACB-LN0000218,ACB-C009480,Home Equity Loan,2020-04-18,67807.5,35770.8,0.1132,24.0,Current,0,0,ACB-BR062
ACB-LN0000219,ACB-C004337,Mortgage,2023-11-10,365753.87,325854.39,0.0593,360.0,Current,0,0,ACB-BR050
ACB-LN0000220,ACB-C000457,Mortgage,2019-08-19,486615.43,177116.75,0.0318,360.0,60-89 DPD,62,0,ACB-BR062
ACB-LN0000221,ACB-C014049,Auto Loan,2026-02-26,36241.78,4581.1,0.1462,120.0,Current,0,0,ACB-BR079
ACB-LN0000222,ACB-C001518,Auto Loan,2024-11-08,47321.04,33045.26,0.0899,24.0,Current,0,0,ACB-BR033
ACB-LN0000223,ACB-C001466,Mortgage,2020-08-31,519969.78,198066.23,0.0539,12.0,Current,0,0,ACB-BR056
ACB-LN0000224,ACB-C002168,Auto Loan,2021-09-14,13261.82,4226.87,0.1114,48.0,Current,0,0,ACB-BR036
ACB-LN0000225,ACB-C001462,Mortgage,2021-01-05,386021.4,319991.57,0.061,24.0,Current,0,0,ACB-BR039
ACB-LN0000226,ACB-C010218,Auto Loan,2021-01-25,27939.46,6611.4,0.103,240.0,Current,0,0,ACB-BR036
ACB-LN0000227,ACB-C001196,Mortgage,2026-03-07,482583.92,357343.79,0.0638,84.0,Current,0,0,ACB-BR063
ACB-LN0000228,ACB-C011652,Mortgage,2024-10-08,353390.28,107137.83,0.0456,48.0,Current,0,0,ACB-BR041
ACB-LN0000229,ACB-C008974,Personal Loan,2023-12-23,17691.95,5057.4,0.1796,24.0,Current,0,0,ACB-BR054
ACB-LN0000230,ACB-C005862,Mortgage,2025-05-08,443533.51,360687.25,0.0731,36.0,Current,0,0,ACB-BR020
ACB-LN0000231,ACB-C005490,Personal Loan,2021-09-07,18682.03,2563.3,0.1333,60.0,Current,0,0,ACB-BR037
ACB-LN0000232,ACB-C006505,Mortgage,2020-12-29,503916.58,102682.6,0.051,84.0,Current,0,0,ACB-BR073
ACB-LN0000233,ACB-C012186,Student Loan,2025-02-23,13345.32,3031.85,0.11,60.0,90+ DPD,98,1,ACB-BR042
ACB-LN0000234,ACB-C004218,Small Business Loan,2021-02-19,212126.28,156935.07,0.1441,48.0,Current,0,0,ACB-BR004
ACB-LN0000235,ACB-C003392,Student Loan,2024-05-29,20365.54,8305.15,0.1064,360.0,Default,364,1,ACB-BR054
ACB-LN0000236,ACB-C000661,Personal Loan,2026-03-27,5517.01,4934.06,0.2131,240.0,Current,0,0,ACB-BR048
ACB-LN0000237,ACB-C006399,Personal Loan,2021-11-26,2168.9,1930.78,0.0836,240.0,Current,0,0,ACB-BR069
ACB-LN0000238,ACB-C010310,Personal Loan,2025-04-18,30672.03,3414.31,0.2244,24.0,Current,0,0,ACB-BR014
ACB-LN0000239,ACB-C011881,Personal Loan,2021-10-09,30230.71,19859.63,0.0831,240.0,Current,0,0,ACB-BR077
ACB-LN0000240,ACB-C006458,Mortgage,2019-12-18,413157.06,115811.16,0.0599,180.0,Paid Off,0,0,ACB-BR040
ACB-LN0000241,ACB-C004574,Auto Loan,2024-08-22,10081.44,4184.16,0.1392,60.0,90+ DPD,141,1,ACB-BR022
ACB-LN0000242,ACB-C011069,Mortgage,2021-09-12,513300.43,346197.06,0.0666,12.0,Current,0,0,ACB-BR030
ACB-LN0000243,ACB-C004041,Mortgage,2023-01-23,618960.09,71635.64,0.0501,12.0,Current,0,0,ACB-BR073
ACB-LN0000244,ACB-C007436,Home Equity Loan,2024-02-05,110788.1,35162.76,0.1261,24.0,30-59 DPD,48,0,ACB-BR049
ACB-LN0000245,ACB-C002824,Personal Loan,2020-10-15,34324.5,8621.79,0.1229,36.0,Current,0,0,ACB-BR022
ACB-LN0000246,ACB-C009154,Auto Loan,2023-04-30,52106.89,38423.93,0.0927,60.0,Current,0,0,ACB-BR025
ACB-LN0000247,ACB-C010398,Personal Loan,2020-05-29,16155.37,14495.44,0.1242,180.0,Current,0,0,ACB-BR026
ACB-LN0000248,ACB-C012161,Auto Loan,2025-03-31,12060.11,2708.72,0.0756,24.0,Current,0,0,ACB-BR032
ACB-LN0000249,ACB-C009083,Mortgage,2020-05-18,319704.81,264295.22,0.0709,180.0,Current,0,0,ACB-BR039
ACB-LN0000250,ACB-C008693,Auto Loan,2025-07-17,51027.05,46573.14,0.0895,120.0,Current,0,0,ACB-BR019
ACB-LN0000251,ACB-C009736,Small Business Loan,2025-10-01,166230.94,135051.41,0.2,360.0,30-59 DPD,42,0,ACB-BR036
ACB-LN0000252,ACB-C006137,Personal Loan,2024-06-03,31641.62,30126.31,0.1292,360.0,Current,0,0,ACB-BR010
ACB-LN0000253,ACB-C008496,Mortgage,2025-08-26,552138.25,198882.64,0.0939,84.0,Current,0,0,ACB-BR027
ACB-LN0000254,ACB-C014211,Home Equity Loan,2023-11-26,28931.27,15533.79,0.14,84.0,Current,0,0,ACB-BR002
ACB-LN0000255,ACB-C003774,Auto Loan,2025-01-17,54726.5,20655.03,0.1553,48.0,Current,0,0,ACB-BR074
ACB-LN0000256,ACB-C012202,Mortgage,2025-06-14,463887.62,300935.23,0.095,48.0,Current,0,0,ACB-BR018
ACB-LN0000257,ACB-C001093,Personal Loan,2020-12-24,27883.41,16676.55,0.1542,24.0,Current,0,0,ACB-BR072
ACB-LN0000258,ACB-C005448,Personal Loan,2025-03-04,12260.44,6362.63,0.2274,60.0,Current,0,0,ACB-BR069
ACB-LN0000259,ACB-C004949,Auto Loan,2022-11-02,42910.68,26635.04,0.1248,240.0,Current,0,0,ACB-BR063
ACB-LN0000260,ACB-C010610,Auto Loan,2022-09-23,8928.45,4142.56,0.16,180.0,Current,0,0,ACB-BR002
ACB-LN0000261,ACB-C004863,Auto Loan,2026-02-26,52610.42,11215.59,0.16,180.0,Current,0,0,ACB-BR046
ACB-LN0000262,ACB-C013587,Personal Loan,2023-06-22,5805.84,2832.35,0.24,180.0,Current,0,0,ACB-BR037
ACB-LN0000263,ACB-C013500,Personal Loan,2021-11-30,11643.83,2066.96,0.1663,180.0,Current,0,0,ACB-BR030
ACB-LN0000264,ACB-C007047,Home Equity Loan,2023-04-27,107658.14,44187.19,0.14,240.0,90+ DPD,158,1,ACB-BR043
ACB-LN0000265,ACB-C013736,Auto Loan,2021-04-26,17736.96,4387.75,0.0834,360.0,Paid Off,0,0,ACB-BR064
ACB-LN0000266,ACB-C007752,Personal Loan,2021-12-31,13296.58,8859.42,0.1598,84.0,Paid Off,0,0,ACB-BR020
ACB-LN0000267,ACB-C007697,Student Loan,2024-09-09,22366.95,1580.27,0.11,360.0,Current,0,0,ACB-BR079
ACB-LN0000268,ACB-C013695,Personal Loan,2022-12-18,22904.71,1342.75,0.2208,120.0,Current,0,0,ACB-BR064
ACB-LN0000269,ACB-C010649,Small Business Loan,2019-10-01,64691.6,31601.9,0.0749,36.0,Paid Off,0,0,ACB-BR068
ACB-LN0000270,ACB-C000371,Personal Loan,2021-12-06,6024.22,4216.89,0.1275,84.0,60-89 DPD,89,0,ACB-BR072
ACB-LN0000271,ACB-C006641,Auto Loan,2023-09-20,32379.32,16942.81,0.0795,120.0,Current,0,0,ACB-BR038
ACB-LN0000272,ACB-C008722,Small Business Loan,2020-03-22,137699.54,16553.01,0.1375,84.0,60-89 DPD,79,0,ACB-BR037
ACB-LN0000273,ACB-C005391,Mortgage,2022-09-03,525396.33,237400.44,0.0405,240.0,Current,0,0,ACB-BR026
ACB-LN0000274,ACB-C006730,Mortgage,2026-02-12,587311.29,183809.41,0.0704,84.0,Current,0,0,ACB-BR056
ACB-LN0000275,ACB-C003187,Auto Loan,2020-01-06,10852.24,10367.12,0.082,360.0,Current,0,0,ACB-BR006
ACB-LN0000276,ACB-C005991,Personal Loan,2019-04-09,25121.19,11532.69,0.1566,24.0,Paid Off,0,0,ACB-BR059
ACB-LN0000277,ACB-C006539,Personal Loan,2021-05-15,19054.96,4585.73,0.1894,60.0,Current,0,0,ACB-BR038
ACB-LN0000278,ACB-C000946,Home Equity Loan,2022-10-20,31724.14,8307.97,0.1208,120.0,Paid Off,0,0,ACB-BR041
ACB-LN0000279,ACB-C003518,Mortgage,2020-08-28,494421.36,43027.48,0.0443,120.0,Current,0,0,ACB-BR041
ACB-LN0000280,ACB-C010226,Personal Loan,2025-09-20,26651.68,24952.6,0.2218,180.0,60-89 DPD,87,0,ACB-BR040
ACB-LN0000281,ACB-C000898,Mortgage,2024-07-18,169400.14,139554.15,0.0452,360.0,Current,0,0,ACB-BR073
ACB-LN0000282,ACB-C005831,Home Equity Loan,2019-05-14,74185.07,58065.59,0.0903,48.0,Current,0,0,ACB-BR033
ACB-LN0000283,ACB-C010702,Student Loan,2022-12-08,27843.53,22965.4,0.11,120.0,30-59 DPD,43,0,ACB-BR030
ACB-LN0000284,ACB-C010736,Mortgage,2022-04-12,502867.5,39914.84,0.0477,60.0,Current,0,0,ACB-BR045
ACB-LN0000285,ACB-C014668,Home Equity Loan,2022-08-24,22693.53,8631.65,0.1246,36.0,Current,0,0,ACB-BR042
ACB-LN0000286,ACB-C013878,Personal Loan,2024-10-07,14559.41,6082.14,0.1667,180.0,Default,332,1,ACB-BR044
ACB-LN0000287,ACB-C013877,Mortgage,2022-01-16,350155.72,139792.21,0.0677,240.0,Current,0,0,ACB-BR014
ACB-LN0000288,ACB-C005937,Student Loan,2020-06-12,45691.34,14913.77,0.0487,36.0,Default,211,1,ACB-BR019
ACB-LN0000289,ACB-C010764,Mortgage,2023-05-08,591574.15,450149.21,0.0588,48.0,Current,0,0,ACB-BR035
ACB-LN0000290,ACB-C002450,Small Business Loan,2021-08-30,84264.28,59977.9,0.1415,84.0,Current,0,0,ACB-BR043
ACB-LN0000291,ACB-C010139,Mortgage,2025-09-07,249914.66,54026.04,0.095,240.0,Current,0,0,ACB-BR043
ACB-LN0000292,ACB-C009088,Small Business Loan,2025-05-24,112009.0,43130.05,0.2,360.0,Paid Off,0,0,ACB-BR054
ACB-LN0000293,ACB-C008305,Auto Loan,2025-06-16,47457.66,39406.91,0.1207,12.0,Current,0,0,ACB-BR074
ACB-LN0000294,ACB-C011851,Mortgage,2021-02-10,219284.7,39358.01,0.07,12.0,Current,0,0,ACB-BR045
ACB-LN0000295,ACB-C004973,Auto Loan,2020-05-07,42556.84,38834.06,0.0776,120.0,Current,0,0,ACB-BR025
ACB-LN0000296,ACB-C008478,Mortgage,2022-05-10,600315.36,452815.96,0.0695,60.0,Current,0,0,ACB-BR055
ACB-LN0000297,ACB-C001141,Personal Loan,2025-03-14,3992.83,696.56,0.147,60.0,Current,0,0,ACB-BR009
ACB-LN0000298,ACB-C003398,Mortgage,2022-11-04,367288.46,337123.3,0.0663,48.0,30-59 DPD,41,0,ACB-BR070
ACB-LN0000299,ACB-C000441,Home Equity Loan,2022-06-30,35622.08,29947.26,,84.0,Written Off,0,1,ACB-BR059
ACB-LN0000300,ACB-C012722,Mortgage,2024-12-14,637746.78,351621.79,0.0733,240.0,Current,0,0,ACB-BR074
ACB-LN0000301,ACB-C010717,Mortgage,2019-01-30,521909.02,506347.99,0.0613,48.0,30-59 DPD,33,0,ACB-BR025
ACB-LN0000302,ACB-C010469,Personal Loan,2021-11-11,2737.93,1750.02,0.173,60.0,60-89 DPD,76,0,ACB-BR021
ACB-LN0000303,ACB-C012045,Home Equity Loan,2024-07-22,75908.04,52588.29,0.1148,48.0,Written Off,0,1,ACB-BR064
ACB-LN0000304,ACB-C003386,Mortgage,2025-11-03,554003.39,397532.73,0.0934,12.0,Current,0,0,ACB-BR076
ACB-LN0000305,ACB-C002653,Personal Loan,2023-09-22,25174.62,22659.23,0.1297,48.0,Current,0,0,ACB-BR034
ACB-LN0000306,ACB-C014369,Personal Loan,2025-03-10,22899.65,21945.83,0.1345,60.0,Current,0,0,ACB-BR044
ACB-LN0000307,ACB-C014000,Home Equity Loan,2024-08-04,102357.23,28854.84,0.1004,12.0,Current,0,0,ACB-BR004
ACB-LN0000308,ACB-C005319,Auto Loan,2023-03-16,50701.64,29733.58,0.1278,84.0,60-89 DPD,78,0,ACB-BR025
ACB-LN0000309,ACB-C013541,Mortgage,2022-04-20,376932.88,357967.12,0.0574,84.0,90+ DPD,155,1,ACB-BR050
ACB-LN0000310,ACB-C012256,Auto Loan,2022-05-13,30609.56,14685.71,0.0478,240.0,30-59 DPD,47,0,ACB-BR003
ACB-LN0000311,ACB-C000771,Home Equity Loan,2026-02-24,101450.21,53406.55,0.14,360.0,Current,0,0,ACB-BR069
ACB-LN0000312,ACB-C006669,Auto Loan,2019-09-16,23403.54,6448.13,0.0495,360.0,Paid Off,0,0,ACB-BR054
ACB-LN0000313,ACB-C007232,Personal Loan,2020-10-29,8391.25,7347.74,0.1604,180.0,30-59 DPD,32,0,ACB-BR015
ACB-LN0000314,ACB-C012143,Mortgage,2020-02-14,223156.82,185258.6,0.0554,60.0,Current,0,0,ACB-BR056
ACB-LN0000315,ACB-C013726,Home Equity Loan,2022-07-13,20479.61,16156.05,0.14,48.0,Current,0,0,ACB-BR010
ACB-LN0000316,ACB-C013281,Auto Loan,2020-07-02,34490.19,26375.03,0.0728,12.0,Paid Off,0,0,ACB-BR026
ACB-LN0000317,ACB-C009313,Mortgage,2021-01-28,508020.66,174318.58,0.0374,240.0,Current,0,0,ACB-BR055
ACB-LN0000318,ACB-C007859,Personal Loan,2025-01-25,7686.06,3198.94,0.1243,48.0,Current,0,0,ACB-BR070
ACB-LN0000319,ACB-C008826,Auto Loan,2019-08-17,43187.22,39698.73,0.0936,12.0,Current,0,0,ACB-BR038
ACB-LN0000320,ACB-C010270,Auto Loan,2022-09-19,48082.67,12825.3,0.0715,120.0,Current,0,0,ACB-BR066
ACB-LN0000321,ACB-C005751,Mortgage,2022-08-04,303654.19,71313.86,0.0459,84.0,60-89 DPD,89,0,ACB-BR059
ACB-LN0000322,ACB-C004766,Student Loan,2024-02-05,73690.6,62992.46,0.0843,180.0,30-59 DPD,38,0,ACB-BR014
ACB-LN0000323,ACB-C009566,Mortgage,2024-03-01,131225.02,98616.94,0.0595,48.0,30-59 DPD,34,0,ACB-BR060
ACB-LN0000324,ACB-C003664,Student Loan,2022-05-09,28663.39,10457.89,0.0505,24.0,Current,0,0,ACB-BR032
ACB-LN0000325,ACB-C010228,Mortgage,2023-11-25,272910.78,90698.51,0.095,84.0,Current,0,0,ACB-BR014
ACB-LN0000326,ACB-C005981,Personal Loan,2024-12-22,17114.4,13559.67,0.24,24.0,Current,0,0,ACB-BR069
ACB-LN0000327,ACB-C000338,Personal Loan,2023-12-18,14761.46,9537.19,0.2376,48.0,Current,0,0,ACB-BR005
ACB-LN0000328,ACB-C005708,Auto Loan,2019-11-04,17677.63,4853.75,0.121,360.0,Current,0,0,ACB-BR001
ACB-LN0000329,ACB-C014200,Personal Loan,2026-02-01,8424.22,6892.45,0.2383,24.0,30-59 DPD,44,0,ACB-BR017
ACB-LN0000330,ACB-C009476,Auto Loan,2022-06-14,25214.24,9141.09,0.1185,120.0,30-59 DPD,54,0,ACB-BR041
ACB-LN0000331,ACB-C013959,Mortgage,2025-07-06,186470.15,153001.72,0.0414,36.0,Current,0,0,ACB-BR075
ACB-LN0000332,ACB-C012847,Mortgage,2019-11-16,242060.48,213485.65,0.0464,84.0,Default,317,1,ACB-BR075
ACB-LN0000333,ACB-C009371,Auto Loan,2021-09-30,46750.94,35404.87,0.1282,24.0,Current,0,0,ACB-BR037
ACB-LN0000334,ACB-C000037,Auto Loan,2021-10-17,51641.98,41819.64,0.1114,24.0,Paid Off,0,0,ACB-BR012
ACB-LN0000335,ACB-C004121,Personal Loan,2023-09-30,32393.09,6189.57,0.1724,360.0,90+ DPD,108,1,ACB-BR001
ACB-LN0000336,ACB-C010290,Auto Loan,2023-11-20,26511.78,13901.17,0.1259,120.0,Current,0,0,ACB-BR077
ACB-LN0000337,ACB-C003971,Mortgage,2025-06-01,206731.17,53253.65,0.0831,120.0,Written Off,0,1,ACB-BR009
ACB-LN0000338,ACB-C008306,Home Equity Loan,2021-02-03,57430.43,55167.18,0.1116,36.0,Current,0,0,ACB-BR065
ACB-LN0000339,ACB-C002479,Auto Loan,2022-01-04,14925.57,1597.93,0.0541,240.0,Current,0,0,ACB-BR017
ACB-LN0000340,ACB-C012140,Small Business Loan,2020-02-02,185400.8,97070.99,0.0706,60.0,Current,0,0,ACB-BR022
ACB-LN0000341,ACB-C004996,Mortgage,2024-05-19,634932.99,240596.9,0.0538,240.0,Current,0,0,ACB-BR012
ACB-LN0000342,ACB-C007504,Personal Loan,2021-12-31,10321.93,1587.03,0.202,60.0,Current,0,0,ACB-BR027
ACB-LN0000343,ACB-C005259,Personal Loan,2019-08-24,15357.65,14311.83,0.1485,12.0,Current,0,0,ACB-BR023
ACB-LN0000344,ACB-C010647,Student Loan,2024-04-18,35042.84,28157.06,0.0954,36.0,30-59 DPD,45,0,ACB-BR009
ACB-LN0000345,ACB-C007267,Auto Loan,2026-02-11,15027.99,3221.11,0.1264,24.0,Current,0,0,ACB-BR005
ACB-LN0000346,ACB-C005583,Personal Loan,2023-10-02,25717.63,8879.66,0.1457,48.0,Current,0,0,ACB-BR034
ACB-LN0000347,ACB-C006204,Auto Loan,2025-07-28,47692.32,17965.28,0.1045,120.0,Paid Off,0,0,ACB-BR079
ACB-LN0000348,ACB-C012706,Auto Loan,2023-10-22,31411.91,4362.19,0.1174,120.0,30-59 DPD,32,0,ACB-BR061
ACB-LN0000349,ACB-C009222,Auto Loan,2024-11-28,41054.78,28062.76,0.0624,120.0,Paid Off,0,0,ACB-BR004
ACB-LN0000350,ACB-C000051,Personal Loan,2019-01-10,28053.39,24565.36,0.201,360.0,Paid Off,0,0,ACB-BR043
ACB-LN0000351,ACB-C004530,Auto Loan,2019-11-22,50270.92,42062.66,0.0674,48.0,Current,0,0,ACB-BR074
ACB-LN0000352,ACB-C002866,Mortgage,2019-08-12,636814.44,204440.55,0.0469,180.0,Current,0,0,ACB-BR044
ACB-LN0000353,ACB-C004480,Auto Loan,2024-10-24,45944.13,15332.5,0.1143,180.0,Current,0,0,ACB-BR041
ACB-LN0000354,ACB-C006300,Mortgage,2021-12-10,179816.25,163104.94,0.0689,36.0,Current,0,0,ACB-BR064
ACB-LN0000355,ACB-C007955,Auto Loan,2026-02-12,11490.99,2085.75,0.16,12.0,30-59 DPD,40,0,ACB-BR056
ACB-LN0000356,ACB-C008227,Mortgage,2023-07-20,513401.46,133577.75,0.0456,12.0,Current,0,0,ACB-BR035
ACB-LN0000357,ACB-C013963,Personal Loan,2024-10-03,17971.17,16453.0,0.24,360.0,30-59 DPD,49,0,ACB-BR049
ACB-LN0000358,ACB-C013186,Auto Loan,2022-03-08,27655.99,8606.21,0.0703,180.0,Current,0,0,ACB-BR072
ACB-LN0000359,ACB-C006332,Auto Loan,2024-02-23,43237.71,29307.83,0.1576,12.0,Current,0,0,ACB-BR055
ACB-LN0000360,ACB-C014000,Personal Loan,2021-10-28,24509.98,9053.11,0.1352,360.0,Current,0,0,ACB-BR008
ACB-LN0000361,ACB-C013963,Mortgage,2022-09-19,470186.09,395496.83,0.0652,48.0,Current,0,0,ACB-BR066
ACB-LN0000362,ACB-C003152,Auto Loan,2026-03-07,38609.67,28484.63,0.1125,240.0,30-59 DPD,57,0,ACB-BR066
ACB-LN0000363,ACB-C011785,Home Equity Loan,2025-05-25,119912.82,10061.55,0.1308,84.0,Current,0,0,ACB-BR025
ACB-LN0000364,ACB-C003088,Personal Loan,2023-11-22,19457.0,18741.71,0.24,360.0,Paid Off,0,0,ACB-BR009
ACB-LN0000365,ACB-C003177,Personal Loan,2021-02-22,29269.86,11730.4,0.1571,48.0,Current,0,0,ACB-BR047
ACB-LN0000366,ACB-C006541,Auto Loan,2023-11-30,42237.15,34431.27,0.0684,24.0,30-59 DPD,39,0,ACB-BR075
ACB-LN0000367,ACB-C008861,Personal Loan,2022-11-22,23604.92,19700.29,0.2133,36.0,Current,0,0,ACB-BR054
ACB-LN0000368,ACB-C001830,Mortgage,2019-08-13,224750.39,68075.85,0.0418,24.0,Current,0,0,ACB-BR067
ACB-LN0000369,ACB-C005966,Personal Loan,2025-09-11,28438.94,11059.75,0.1724,36.0,Current,0,0,ACB-BR004
ACB-LN0000370,ACB-C012940,Auto Loan,2022-04-27,39467.11,29438.99,0.1248,360.0,Current,0,0,ACB-BR064
ACB-LN0000371,ACB-C004141,Mortgage,2024-04-04,140735.9,85307.47,0.0671,48.0,Current,0,0,ACB-BR029
ACB-LN0000372,ACB-C000001,Personal Loan,2022-06-09,10211.58,3632.11,0.24,48.0,90+ DPD,166,1,ACB-BR073
ACB-LN0000373,ACB-C006842,Student Loan,2024-11-30,56781.52,42268.32,0.11,120.0,Current,0,0,ACB-BR033
ACB-LN0000374,ACB-C007431,Mortgage,2024-12-19,376601.75,365643.15,0.0764,48.0,Current,0,0,ACB-BR022
ACB-LN0000375,ACB-C006640,Home Equity Loan,2019-03-17,74111.66,59056.38,0.0971,180.0,Current,0,0,ACB-BR042
ACB-LN0000376,ACB-C006181,Auto Loan,2024-02-15,52931.5,41893.36,0.1447,60.0,60-89 DPD,61,0,ACB-BR076
ACB-LN0000377,ACB-C011768,Auto Loan,2019-12-06,52451.53,25996.87,0.0711,240.0,Current,0,0,ACB-BR044
ACB-LN0000378,ACB-C004824,Personal Loan,2024-12-28,14017.94,13054.15,0.24,240.0,Current,0,0,ACB-BR001
ACB-LN0000379,ACB-C000669,Small Business Loan,2020-08-08,36874.0,27201.67,,180.0,Current,0,0,ACB-BR067
ACB-LN0000380,ACB-C008594,Mortgage,2023-10-12,465419.9,150333.33,0.0495,24.0,Current,0,0,ACB-BR046
ACB-LN0000381,ACB-C003866,Home Equity Loan,2022-03-21,21077.47,3010.95,0.0871,360.0,Current,0,0,ACB-BR066
ACB-LN0000382,ACB-C010122,Auto Loan,2022-01-11,32406.56,4165.56,0.093,84.0,Current,0,0,ACB-BR049
ACB-LN0000383,ACB-C005859,Auto Loan,2025-10-31,51972.76,50338.1,0.16,36.0,60-89 DPD,89,0,ACB-BR074
ACB-LN0000384,ACB-C003351,Personal Loan,2022-06-19,3988.13,1216.83,0.2281,12.0,Current,0,0,ACB-BR026
ACB-LN0000385,ACB-C011958,Student Loan,2024-07-04,55407.66,47235.89,0.0839,12.0,Current,0,0,ACB-BR009
ACB-LN0000386,ACB-C002894,Mortgage,2024-02-13,629960.74,336699.84,0.0607,48.0,30-59 DPD,35,0,ACB-BR017
ACB-LN0000387,ACB-C004861,Mortgage,2025-04-18,639772.56,512678.9,0.095,24.0,Current,0,0,ACB-BR070
ACB-LN0000388,ACB-C007079,Home Equity Loan,2020-03-26,68846.01,43181.23,0.0902,36.0,Current,0,0,ACB-BR001
ACB-LN0000389,ACB-C010449,Small Business Loan,2020-02-29,51569.39,34173.51,0.1605,12.0,Current,0,0,ACB-BR017
ACB-LN0000390,ACB-C009353,Auto Loan,2023-06-30,36832.2,32862.14,0.1565,360.0,Current,0,0,ACB-BR042
ACB-LN0000391,ACB-C002811,Personal Loan,2025-07-02,16343.04,6316.06,0.2192,60.0,Current,0,0,ACB-BR004
ACB-LN0000392,ACB-C006667,Student Loan,2021-10-02,76154.5,71924.29,0.0823,120.0,Current,0,0,ACB-BR052
ACB-LN0000393,ACB-C000961,Personal Loan,2019-07-26,26750.42,17437.03,0.1406,48.0,Current,0,0,ACB-BR076
ACB-LN0000394,ACB-C005177,Home Equity Loan,2023-06-17,75483.77,42956.54,0.1352,12.0,Current,0,0,ACB-BR029
ACB-LN0000395,ACB-C010531,Personal Loan,2020-11-07,8926.36,4134.18,0.1347,12.0,Current,0,0,ACB-BR008
ACB-LN0000396,ACB-C009595,Auto Loan,2022-11-04,21203.14,14318.3,0.1222,360.0,Paid Off,0,0,ACB-BR014
ACB-LN0000397,ACB-C013819,Mortgage,2023-11-29,554840.93,418116.16,0.0465,,Current,0,0,ACB-BR067
ACB-LN0000398,ACB-C010705,Student Loan,2019-01-04,47450.49,3887.14,0.0644,24.0,Current,0,0,ACB-BR058
ACB-LN0000399,ACB-C000578,Home Equity Loan,2023-01-12,60733.38,56775.72,0.0992,60.0,Current,0,0,ACB-BR058
ACB-LN0000400,ACB-C004474,Mortgage,2024-02-27,560304.93,425306.97,0.0551,120.0,30-59 DPD,49,0,ACB-BR009
ACB-LN0000401,ACB-C000998,Mortgage,2019-03-30,329282.51,103144.6,0.0313,240.0,Current,0,0,ACB-BR007
ACB-LN0000402,ACB-C014238,Auto Loan,2019-09-30,29795.41,7204.09,0.0641,240.0,Current,0,0,ACB-BR039
ACB-LN0000403,ACB-C009741,Auto Loan,2021-05-29,43068.33,18516.72,0.1195,24.0,60-89 DPD,77,0,ACB-BR045
ACB-LN0000404,ACB-C010476,Mortgage,2025-05-12,331864.79,123434.32,0.0849,120.0,Current,0,0,ACB-BR019
ACB-LN0000405,ACB-C002609,Personal Loan,2023-07-14,27689.38,14109.67,0.1089,360.0,Default,292,1,ACB-BR017
ACB-LN0000406,ACB-C006848,Mortgage,2022-08-09,263666.74,109570.03,0.095,60.0,Current,0,0,ACB-BR046
ACB-LN0000407,ACB-C008540,Home Equity Loan,2021-06-23,100920.65,67218.57,0.06,36.0,Current,0,0,ACB-BR075
ACB-LN0000408,ACB-C000281,Personal Loan,2020-12-02,33178.08,27126.25,0.1421,360.0,Current,0,0,ACB-BR065
ACB-LN0000409,ACB-C003369,Home Equity Loan,2025-01-10,116416.99,113291.87,0.087,360.0,Current,0,0,ACB-BR014
ACB-LN0000410,ACB-C006910,Personal Loan,2024-10-25,8699.35,1551.09,0.1275,240.0,Current,0,0,ACB-BR017
ACB-LN0000411,ACB-C009673,Personal Loan,2019-01-31,28233.75,21062.8,0.1409,360.0,Current,0,0,ACB-BR026
ACB-LN0000412,ACB-C003038,Mortgage,2026-02-08,308881.57,190340.75,0.0681,180.0,30-59 DPD,57,0,ACB-BR056
ACB-LN0000413,ACB-C000440,Small Business Loan,2020-08-27,104405.26,63692.42,0.0831,24.0,Written Off,0,1,ACB-BR009
ACB-LN0000414,ACB-C002651,Mortgage,2024-04-11,264211.99,207468.27,0.0776,36.0,Current,0,0,ACB-BR008
ACB-LN0000415,ACB-C014281,Auto Loan,2024-06-10,39351.52,20173.42,0.1491,120.0,Current,0,0,ACB-BR073
ACB-LN0000416,ACB-C001791,Mortgage,2020-12-17,202451.95,140947.82,0.0588,36.0,Written Off,0,1,ACB-BR022
